Unnamed: 0,company,sector,horizon (days),amount,date_BUY_fix,date_SELL_fix,price_BUY,price_SELL,Volatility_Buy,Volatility_sell,Sharpe Ratio,expected_return (yearly),inflation,nominal_return,investment,ESG_ranking,PE_ratio,EPS_ratio,PS_ratio,PB_ratio,NetProfitMargin_ratio,current_ratio,roa_ratio,roe_ratio
343374,MSFT,TECH,5,1000,2016-09-02,2016-09-07,53.70694732666016,53.697635650634766,0.2522552093756883,0.2496920363736805,0.2522552093756883,0.0029895536921114,-0.2,-0.0001733793575857,BAD,14.7,25.88,2.08,4.64,5.95,22.98,2.69,11.1,28.99
234296,AAPL,TECH,4,20000,2017-12-04,2017-12-08,40.85025405883789,40.74680709838867,0.1736124091300759,0.1730102965126013,0.1736124091300759,0.0026932835843118,1.96,-0.0025323455834624,BAD,16.5,16.74,2.43,3.55,5.9,21.12,1.24,13.83,37.37
113142,MSFT,TECH,7,10000,2014-09-05,2014-09-12,40.52842330932617,41.22582244873047,0.1906694579051065,0.1891302675145533,0.1906694579051065,0.0041853751689559,-0.15,0.0172076553307173,GOOD,14.7,16.1,2.55,3.76,3.76,23.35,2.52,13.12,24.25
1631,AMZN,TECH,80,15000,2016-02-11,2016-05-02,503.8200073242188,683.8499755859375,0.3488715996190901,0.3442060985737968,0.3488715996190901,0.0720630627126326,-0.2,0.3573299306191818,GOOD,27.4,545.07,1.24,3.0,23.79,0.56,1.05,1.07,4.92
311046,NVDA,TECH,150,50,2015-06-15,2015-11-12,20.45184135437012,29.632266998291016,0.2803311035562589,0.3378537341186344,0.2803311035562589,0.2026508861032951,-0.5,0.4488801514177226,GOOD,12.9,19.17,1.12,2.56,2.54,13.28,6.61,8.87,14.37
451127,MSFT,TECH,540,50000,2014-08-15,2016-02-05,39.29428482055664,45.77260208129883,0.2134754957322559,0.274524951325634,0.2134754957322559,0.3228717987480317,-0.15,0.1648666540268238,GOOD,14.7,13.96,2.63,3.55,3.37,25.42,2.5,14.14,25.67
473101,AMZN,TECH,180,50000,2014-10-24,2015-04-22,287.0599975585937,389.7999877929688,0.3353471741234333,0.32243392083527,0.3353471741234333,0.1621418911034235,-0.15,0.3579042399086067,GOOD,27.4,0.0,-0.48,1.76,14.44,-0.25,0.89,-0.56,-2.1
93307,GOOG,TECH,420,1000,2017-06-09,2018-08-03,949.8300170898438,1223.7099609375,0.1561026491384029,0.2263291532117576,0.1561026491384029,0.2202162778409781,1.96,0.2883462713536775,BAD,22.8,32.98,27.55,6.85,4.25,19.49,6.02,11.4,13.66
11459,FB,TECH,660,3000,2015-07-20,2017-05-10,97.91000366210938,150.2899932861328,0.2427428196167337,0.1718092257030539,0.2427428196167337,0.5453927677476498,-0.5,0.5349809791120884,GOOD,31.6,87.52,0.98,16.11,6.09,18.59,9.01,7.24,8.11
268856,NVDA,TECH,10,3000,2015-01-05,2015-01-15,19.047548294067383,18.86467933654785,0.2517140430130651,0.2495502765810289,0.2517140430130651,0.013510059073553,-0.5,-0.0096006559320019,BAD,12.9,16.52,1.12,2.23,2.28,13.48,6.38,9.05,14.76
13501,AAPL,TECH,60,5000,2015-11-06,2016-01-05,28.039655685424805,23.789470672607425,0.2634037678512658,0.2669651468620954,0.2634037678512658,0.0403992537646774,-0.5,-0.1515776463341758,BAD,16.5,11.02,2.3,2.53,4.74,22.85,1.11,19.66,42.94
246461,AMZN,TECH,2,1500,2013-11-14,2013-11-15,367.3999938964844,369.1700134277344,0.2747133987073742,0.2744369923745345,0.2747133987073742,0.0018015765678158,1.41,0.0048176906931269,BAD,27.4,1116.57,0.28,2.04,15.76,0.19,1.07,0.43,1.53
90509,NVDA,TECH,5,10000,2016-06-03,2016-06-08,45.76243209838867,45.467063903808594,0.3745926960956097,0.3737824616459789,0.3745926960956097,0.0067550295367765,-0.2,-0.0064543814879646,BAD,12.9,29.85,1.17,3.87,4.45,13.32,2.44,9.61,15.89
451971,FB,TECH,60,2000,2013-12-26,2014-02-24,57.72999954223633,70.77999877929688,0.4398318052360002,0.4519675334756014,0.4398318052360002,0.0495811607043317,1.41,0.2260523010659809,BAD,31.6,92.63,0.59,17.45,8.96,18.94,11.88,9.36,11.32
94938,AMZN,TECH,5,4000,2017-10-30,2017-11-03,1110.8499755859375,1111.5999755859375,0.2198258849987769,0.2182801228683255,0.2198258849987769,0.0045039414195395,1.96,0.0006751586771241,BAD,27.4,244.0,3.94,2.92,18.79,1.2,1.03,2.1,8.67
158128,GOOG,TECH,660,3000,2015-06-29,2017-04-19,521.52001953125,838.2100219726562,0.1931322073424943,0.1613473841630038,0.1931322073424943,0.3460541508929656,-0.5,0.6072441911741988,GOOD,22.8,24.67,21.1,5.55,3.19,20.48,4.85,10.82,13.48
462943,AAPL,TECH,40,500,2017-12-21,2018-01-30,42.10367584228516,40.1694221496582,0.1736925675958245,0.1802211088410347,0.1736925675958245,0.0269328358431183,1.96,-0.0459402570899608,BAD,16.5,16.74,2.43,3.55,5.9,21.12,1.24,13.83,37.37
88183,NVDA,TECH,10,4000,2017-01-31,2017-02-10,107.85377502441406,112.23985290527344,0.4383844771856075,0.4306730303897519,0.4383844771856075,0.013510059073553,1.96,0.0406668925576924,BAD,12.9,42.34,2.55,9.95,10.96,24.11,4.77,19.59,33.72
286256,NVDA,TECH,540,1500,2018-04-19,2019-10-11,227.28048706054688,185.5467071533203,0.4235501578520271,0.5437526086553757,0.4235501578520271,0.7295431899718625,1.68,-0.1836223621612919,BAD,12.9,37.17,6.01,12.81,17.57,34.45,8.54,36.1,55.01
490493,FB,TECH,240,5000,2018-10-04,2019-05-31,158.85000610351562,177.47000122070312,0.3453849600305249,0.3817985005565477,0.3453849600305249,0.1983246428173271,1.68,0.1172174655445317,BAD,31.6,24.81,6.63,9.3,5.88,37.57,9.0,21.89,25.02
251885,NVDA,TECH,4,5000,2014-12-10,2014-12-15,19.509540557861328,18.83579635620117,0.2473298199283719,0.2483245909797084,0.2473298199283719,0.0054040236294212,-0.15,-0.0345340885738425,BAD,12.9,18.38,1.02,2.35,2.42,12.79,5.72,8.38,13.66
226609,AAPL,TECH,80,3000,2016-04-06,2016-06-24,25.83977508544922,21.88291931152344,0.2739050171967291,0.2840230335431549,0.2739050171967291,0.0538656716862366,-0.2,-0.1531304262843196,BAD,16.5,11.29,2.25,2.53,4.26,22.27,1.28,17.44,40.24
373814,GOOG,TECH,4,1000,2016-09-08,2016-09-12,775.3200073242188,769.02001953125,0.221985708720286,0.2228246237103015,0.221985708720286,0.0020972978841997,-0.2,-0.0081256613184938,BAD,22.8,28.44,27.33,6.79,3.99,22.29,6.88,12.47,15.08
189633,FB,TECH,5,3000,2014-01-21,2014-01-27,58.5099983215332,53.54999923706055,0.439581338507543,0.4413165608872237,0.439581338507543,0.0041317633920276,-0.15,-0.0847718206590214,BAD,31.6,92.63,0.59,17.45,8.96,18.94,11.88,9.36,11.32
482771,AMZN,TECH,15,25000,2015-05-19,2015-06-03,421.7099914550781,436.5899963378906,0.3244620712475147,0.3240282264172964,0.3244620712475147,0.0135118242586186,-0.5,0.035284923725592,GOOD,27.4,0.0,-0.89,1.87,15.95,-0.44,1.12,-0.89,-3.82
469450,GOOG,TECH,540,15000,2016-08-31,2018-02-22,767.0499877929688,1106.6300048828125,0.2249831742070759,0.1847183028070468,0.2249831742070759,0.2831352143669718,-0.2,0.4427091095678348,GOOD,22.8,26.82,25.81,6.32,3.72,22.0,5.43,12.08,14.74
236128,MSFT,TECH,80,300,2014-09-25,2014-12-15,40.6431884765625,41.45918655395508,0.1899074874874722,0.182846438306878,0.1899074874874722,0.0478328590737824,-0.15,0.0200771176666696,GOOD,14.7,16.1,2.55,3.76,3.76,23.35,2.52,13.12,24.25
156946,MSFT,TECH,330,50000,2015-02-09,2016-01-05,37.630409240722656,50.23487854003906,0.2125663789603536,0.2809012733146065,0.2125663789603536,0.1973105436793527,-0.5,0.3349543508465535,GOOD,14.7,16.7,2.48,3.7,3.7,22.12,2.45,12.29,23.02
104532,NVDA,TECH,420,4000,2015-08-28,2016-10-21,22.15597152709961,66.6198501586914,0.3089482214734236,0.3454302647309653,0.3089482214734236,0.5674224810892264,-0.5,2.006857545253962,GOOD,12.9,20.41,0.95,2.28,2.5,11.0,5.99,7.42,12.12
27034,MSFT,TECH,90,10000,2017-08-10,2017-11-08,67.7439956665039,80.64629364013672,0.1438960308887949,0.146740074615529,0.1438960308887949,0.0538119664580052,1.96,0.1904567016854066,BAD,14.7,24.3,2.7,5.32,5.77,26.39,2.92,11.17,34.37
213103,MSFT,TECH,15,50000,2015-08-07,2015-08-21,42.08863067626953,39.03961181640625,0.2406593021423302,0.2491967132334104,0.2406593021423302,0.0089686610763342,-0.5,-0.072442814386508,BAD,14.7,27.33,1.46,3.53,4.0,13.03,2.47,7.01,13.85
231558,FB,TECH,720,10000,2016-09-02,2018-08-23,126.51000213623048,172.89999389648438,0.288660016406257,0.3415169734936324,0.288660016406257,0.5949739284519816,-0.2,0.366690308884032,GOOD,31.6,49.53,2.59,15.1,6.81,33.16,11.69,15.09,16.71
345868,NVDA,TECH,150,4000,2014-07-21,2014-12-18,17.700525283813477,19.461406707763672,0.2222110226164161,0.2513449137522944,0.2222110226164161,0.2026508861032951,-0.15,0.09948187388317,GOOD,12.9,18.37,0.91,2.21,2.1,12.06,6.19,7.94,12.31
407734,FB,TECH,15,2000,2016-06-28,2016-07-13,112.6999969482422,116.77999877929688,0.3196443405212377,0.3184633084094828,0.3196443405212377,0.0123952901760829,-0.2,0.0362023242372263,GOOD,31.6,54.94,2.08,14.89,6.49,29.12,12.22,12.67,14.09
238098,AMZN,TECH,540,25000,2017-08-21,2019-02-12,953.2899780273438,1638.010009765625,0.1931310387847886,0.3687860097231569,0.1931310387847886,0.4864256733102706,1.96,0.7182704607418426,BAD,27.4,245.69,3.94,3.14,20.02,1.28,1.01,2.38,9.38
48567,AAPL,TECH,120,15000,2016-10-24,2017-02-21,27.71383476257324,32.506954193115234,0.2487864443061649,0.2038731397157742,0.2487864443061649,0.0807985075293549,-0.2,0.1729504224732899,GOOD,16.5,12.88,2.07,2.73,4.43,21.19,1.35,14.91,35.59
487078,FB,TECH,600,200,2014-04-03,2015-11-24,59.4900016784668,105.73999786376952,0.4639549378963397,0.2591819811679114,0.4639549378963397,0.4958116070433179,-0.15,0.7774415007630356,GOOD,31.6,80.32,0.75,17.17,9.19,21.46,13.56,11.32,13.28
240241,AAPL,TECH,6,200,2015-02-23,2015-03-02,30.408634185791016,29.51466941833496,0.2175473152562471,0.2190504758182091,0.2175473152562471,0.0040399253764677,-0.5,-0.0293983860634482,BAD,16.5,13.55,1.86,3.03,4.75,22.25,1.13,19.28,37.36
128356,MSFT,TECH,60,4000,2014-08-08,2014-10-07,37.89937973022461,40.19295883178711,0.2147985335157486,0.189094117322401,0.2147985335157486,0.0358746443053368,-0.15,0.0605175894140921,GOOD,14.7,13.96,2.63,3.55,3.37,25.42,2.5,14.14,25.67
334878,GOOG,TECH,240,1000,2015-12-16,2016-08-12,758.0900268554688,783.219970703125,0.286647949272414,0.2522087570548554,0.286647949272414,0.1258378730519875,-0.5,0.0331490231468871,GOOD,22.8,33.11,22.92,7.53,4.33,21.1,4.67,11.23,13.86
428542,GOOG,TECH,80,3000,2015-04-08,2015-06-26,540.1270751953125,531.6900024414062,0.208923011874828,0.1922115313942633,0.208923011874828,0.0419459576839958,-0.5,-0.0156205329104366,BAD,22.8,25.92,21.15,6.0,3.45,20.93,5.6,11.14,13.96
34960,GOOG,TECH,120,400,2016-05-06,2016-09-02,711.1199951171875,771.4600219726562,0.2987481321665172,0.222992720661311,0.2987481321665172,0.0629189365259937,-0.2,0.0848521026968523,GOOD,22.8,31.38,23.74,7.12,4.14,21.18,5.14,11.39,14.0
349963,AMZN,TECH,270,2000,2017-04-03,2017-12-29,891.510009765625,1169.469970703125,0.2143997752808533,0.2056587075147037,0.2143997752808533,0.2432128366551353,1.96,0.3117855749152774,BAD,27.4,166.64,5.32,3.02,19.55,1.81,1.06,3.44,13.72
121843,AMZN,TECH,480,25000,2014-06-06,2015-09-29,329.6700134277344,496.0700073242188,0.3088182851220113,0.3327362892933969,0.3088182851220113,0.4323783762757961,-0.15,0.50474713234105,GOOD,27.4,854.68,0.38,1.84,14.15,0.22,1.0,0.49,1.82
493756,AAPL,TECH,60,50,2014-06-20,2014-08-19,20.512208938598636,22.795618057250977,0.2384959117906497,0.2243135634330655,0.2384959117906497,0.0403992537646774,-0.15,0.1113195134413613,GOOD,16.5,13.55,1.55,2.95,4.15,21.64,1.47,17.92,31.2
5571,AMZN,TECH,600,1500,2015-12-14,2017-08-04,657.9099731445312,987.5800170898438,0.3274451495772341,0.1895419572242833,0.3274451495772341,0.5404729703447452,-0.5,0.501086862036198,GOOD,27.4,545.07,1.24,3.0,23.79,0.56,1.05,1.07,4.92
301192,GOOG,TECH,540,50,2015-12-01,2017-05-24,767.0399780273438,954.9600219726562,0.2891433093220504,0.1522889963036445,0.2891433093220504,0.2831352143669718,-0.5,0.2449938064878979,GOOD,22.8,26.74,22.75,6.3,3.6,21.59,4.77,11.36,14.08
224084,FB,TECH,7,5000,2016-12-02,2016-12-09,115.4000015258789,119.68000030517578,0.2824041684243917,0.2817748971007022,0.2824041684243917,0.0057844687488387,-0.2,0.0370883771464861,GOOD,31.6,35.29,3.26,12.16,5.62,36.86,11.97,17.53,19.33
106075,AAPL,TECH,1,300,2017-02-21,2017-02-22,32.506954193115234,32.60444259643555,0.2038731397157742,0.2024222711379186,0.2038731397157742,0.0006733208960779,1.96,0.0029990014672294,BAD,16.5,13.14,2.09,2.74,4.35,20.73,1.23,14.31,34.94
74950,AAPL,TECH,15,15000,2018-10-03,2018-10-18,56.47225570678711,52.56662368774414,0.2181073987026422,0.2304417139960627,0.2181073987026422,0.0100998134411693,1.68,-0.0691601914986649,BAD,16.5,18.51,2.97,4.18,9.75,22.41,1.13,15.99,48.68
125429,NVDA,TECH,240,20000,2017-11-27,2018-07-25,212.3629913330078,250.08970642089844,0.4105244400802353,0.3653111964151408,0.4105244400802353,0.3242414177652722,1.96,0.1776520233166762,BAD,12.9,50.91,4.03,14.56,19.57,28.78,8.26,26.85,42.66
375932,AMZN,TECH,4,100,2017-12-11,2017-12-15,1168.9200439453125,1179.1400146484375,0.2071215257452637,0.2057012997082786,0.2071215257452637,0.0036031531356316,1.96,0.0087430879092728,BAD,27.4,190.16,6.15,3.24,20.43,1.71,1.04,2.92,12.47
310189,MSFT,TECH,1,400,2014-11-18,2014-11-19,43.29806518554688,42.83613586425781,0.1846898565035007,0.1845716902214657,0.1846898565035007,0.0005979107384222,-0.15,-0.0106685903702518,BAD,14.7,16.1,2.55,3.76,3.76,23.35,2.52,13.12,24.25
378060,FB,TECH,600,50000,2017-03-06,2018-10-26,137.4199981689453,145.3699951171875,0.1981942967628152,0.3574996459535268,0.1981942967628152,0.4958116070433179,1.96,0.057851819634493,BAD,31.6,37.58,3.78,13.74,6.62,38.02,12.61,18.49,20.39
328521,NVDA,TECH,660,400,2017-05-10,2019-03-01,119.96790313720705,155.7449951171875,0.4754465744593564,0.5238187251726608,0.4754465744593564,0.8916638988544986,1.96,0.2982221998084128,BAD,12.9,34.31,3.01,8.83,10.02,26.05,8.26,21.64,36.22
146930,GOOG,TECH,20,100,2015-04-17,2015-05-07,522.6151733398438,530.7000122070312,0.198718228768409,0.1981528401223989,0.198718228768409,0.0104864894209989,-0.5,0.015469965817334,GOOD,22.8,25.92,21.15,6.0,3.45,20.93,5.6,11.14,13.96
39182,AMZN,TECH,5,50,2018-07-10,2018-07-16,1743.0699462890625,1822.489990234375,0.2620845087814681,0.2627179219666647,0.2620845087814681,0.0045039414195395,1.68,0.0455633143778281,BAD,27.4,134.8,12.61,4.05,23.65,3.02,1.07,4.95,21.12
430134,NVDA,TECH,5,25000,2014-06-09,2014-06-13,18.177631378173828,18.645193099975582,0.2201680088067898,0.2183979530928634,0.2201680088067898,0.0067550295367765,-0.15,0.0257218177701175,GOOD,12.9,20.66,0.85,2.41,2.35,11.66,5.87,7.86,11.66
140095,FB,TECH,720,1500,2016-12-13,2018-12-03,120.30999755859376,141.08999633789062,0.2801416013223518,0.3670996445517985,0.2801416013223518,0.5949739284519816,-0.2,0.1727204654723439,GOOD,31.6,35.29,3.26,12.16,5.62,36.86,11.97,17.53,19.33
481265,NVDA,TECH,1,50000,2015-03-23,2015-03-24,21.942157745361328,21.642641067504883,0.2620184646010576,0.2623615822228527,0.2620184646010576,0.0013510059073553,-0.5,-0.0136502836836894,BAD,12.9,16.52,1.12,2.23,2.28,13.48,6.38,9.05,14.76
281112,NVDA,TECH,90,300,2014-05-27,2014-08-25,17.95815658569336,18.315547943115234,0.2222880849468316,0.2375178084002021,0.2222880849468316,0.121590531661977,-0.15,0.0199013387435654,GOOD,12.9,20.66,0.85,2.41,2.35,11.66,5.87,7.86,11.66
249879,FB,TECH,15,200,2015-01-06,2015-01-21,76.1500015258789,76.73999786376953,0.351512349606412,0.3480033272736463,0.351512349606412,0.0123952901760829,-0.5,0.007747817807858,GOOD,31.6,70.93,1.1,16.5,6.0,23.46,9.4,11.26,12.66
213747,AAPL,TECH,120,10000,2016-05-03,2016-08-31,22.165010452270508,24.993093490600582,0.28062034867031,0.2553052369499358,0.28062034867031,0.0807985075293549,-0.2,0.1275922266953129,GOOD,16.5,11.29,2.25,2.53,4.26,22.27,1.28,17.44,40.24
304356,AAPL,TECH,5,50,2017-04-06,2017-04-11,34.162017822265625,33.67928695678711,0.1946900469008037,0.1947158770738523,0.1946900469008037,0.0033666044803897,1.96,-0.0141306309243796,BAD,16.5,15.98,2.14,3.33,5.3,20.74,1.39,14.15,35.09
423697,AMZN,TECH,420,200,2014-08-15,2015-10-09,333.6300048828125,539.7999877929688,0.3310459189535298,0.3340497436797862,0.3310459189535298,0.3783310792413216,-0.15,0.6179599553180879,GOOD,27.4,854.68,0.38,1.84,14.15,0.22,1.0,0.49,1.82
70364,NVDA,TECH,150,2000,2017-03-03,2017-07-31,97.35708618164062,160.90786743164062,0.4388753796724192,0.481300735066875,0.4388753796724192,0.2026508861032951,1.96,0.6527596885082645,BAD,12.9,42.34,2.55,9.95,10.96,24.11,4.77,19.59,33.72
142854,MSFT,TECH,4,1500,2017-06-26,2017-06-30,66.9091567993164,65.39130401611328,0.1538463743651868,0.1508140598944383,0.1538463743651868,0.0023916429536891,1.96,-0.0226852774091248,BAD,14.7,24.3,2.7,5.32,5.77,26.39,2.92,11.17,34.37
244119,AMZN,TECH,5,400,2018-04-23,2018-04-27,1517.8599853515625,1572.6199951171875,0.258513430649835,0.2661813072712974,0.258513430649835,0.0045039414195395,1.68,0.0360771153427182,BAD,27.4,182.28,7.94,3.7,22.31,2.04,1.06,3.42,14.72
389744,AMZN,TECH,480,50000,2015-08-19,2016-12-12,532.9199829101562,760.1199951171875,0.3082374822192444,0.2991879325481444,0.3082374822192444,0.4323783762757961,-0.5,0.4263304426423326,GOOD,27.4,0.0,-0.43,2.11,17.26,-0.2,1.1,-0.38,-1.72
48187,NVDA,TECH,70,10000,2018-04-26,2018-07-05,223.48985290527344,241.0142974853516,0.4260899876862077,0.3698214061004941,0.4260899876862077,0.094570413514871,1.68,0.0784127080145598,BAD,12.9,37.17,6.01,12.81,17.57,34.45,8.54,36.1,55.01
102796,FB,TECH,360,5000,2015-10-29,2016-10-24,104.87999725341795,133.27999877929688,0.2509533970672361,0.2785601507217239,0.2509533970672361,0.2974869642259908,-0.5,0.270785681441781,GOOD,31.6,90.64,0.99,15.78,6.1,17.64,10.68,6.52,7.28
230800,AMZN,TECH,210,5000,2016-10-21,2017-05-19,818.989990234375,959.8400268554688,0.2965507373604013,0.1832077061849862,0.2965507373604013,0.1891655396206608,-0.2,0.1719801686230449,GOOD,27.4,191.6,4.37,3.15,22.37,1.64,1.06,3.21,13.47
188295,GOOG,TECH,120,10000,2018-08-23,2018-12-21,1205.3800048828125,979.5399780273438,0.2259022093536385,0.2746495940504395,0.2259022093536385,0.0629189365259937,1.68,-0.1873600241754673,BAD,22.8,48.32,23.09,6.76,4.79,13.16,4.15,8.1,10.31
418121,NVDA,TECH,600,500,2016-11-14,2018-07-06,82.50049591064453,245.58177185058597,0.4203927817612126,0.3701962240119121,0.4203927817612126,0.8106035444131806,-0.2,1.976730856461434,GOOD,12.9,36.79,1.91,7.05,7.11,19.86,4.07,15.45,26.4
242498,NVDA,TECH,120,10000,2014-08-25,2014-12-23,18.315547943115234,19.87527847290039,0.2375178084002021,0.2513728383994941,0.2375178084002021,0.1621207088826361,-0.15,0.0851588243294383,GOOD,12.9,18.37,0.91,2.21,2.1,12.06,6.19,7.94,12.31
203541,AMZN,TECH,80,400,2015-03-20,2015-06-08,378.489990234375,423.5,0.3317165974522213,0.319938247121827,0.3317165974522213,0.0720630627126326,-0.5,0.118919947493864,GOOD,27.4,0.0,-0.89,1.87,15.95,-0.44,1.12,-0.89,-3.82
35633,FB,TECH,20,20000,2013-11-25,2013-12-16,44.81999969482422,53.810001373291016,0.4436099146000299,0.4416005029056724,0.4436099146000299,0.0165270535681106,1.41,0.200580136985252,BAD,31.6,119.6,0.42,18.35,9.39,15.05,10.72,6.79,8.44
